2.800360560374308807e-04,2.516285207478466965e-04,2.293457362391071897e-04
2.155417849909333416e-04,1.835312131251792768e-04,2.203121024094844714e-04
1.186686508523291566e-03,3.697443869459613049e-04,7.512045800600964177e-04
2.539485498011992393e-04,2.426341602526322716e-04,3.063751736944851796e-04
3.409305752772603753e-04,1.501853877276521218e-04,2.208440506865827946e-04
3.183856142961956934e-04,2.731347113570247896e-04,1.975994626391456243e-04
2.054527168197116990e-04,3.128875614426814911e-04,1.885237547889526231e-04
1.976838475481070391e-04,1.819724273119580603e-04,1.809563938363997380e-04
3.535264299573261473e-04,2.779887930620114156e-04,2.796122863832462111e-04
2.861190576403220835e-04,1.585947909812943991e-04,2.109645593317697109e-04
