0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.604278074866300266e-02,1.604278074866300266e-02,1.604278074866300266e-02
1.621621621621622267e-01,1.621621621621622267e-01,1.621621621621622267e-01
6.779661016949155294e-02,6.779661016949155294e-02,6.779661016949155294e-02
1.930501930501932195e-02,1.930501930501932195e-02,1.930501930501932195e-02
6.711409395973159941e-02,6.711409395973159941e-02,6.711409395973159941e-02
1.041666666666667684e-01,1.041666666666667684e-01,1.041666666666667684e-01
3.921568627450956919e-03,3.921568627450956919e-03,3.921568627450956919e-03
4.999999999999998890e-02,4.999999999999998890e-02,4.999999999999998890e-02
1.550387596899228948e-02,1.550387596899228948e-02,1.550387596899228948e-02
