1.675214965861015473e-03,5.137726622751505323e-04,4.294887536411136049e-04
1.811337492019421836e-03,1.075894826867590222e-03,6.879791062356951752e-04
1.495234234483510099e-03,6.483508111103791771e-04,3.379334190370973981e-04
1.494126068452696337e-03,7.520235461023221015e-04,1.215519893513036537e-03
1.488354931077535276e-03,1.085822751144501159e-03,1.357953354565088078e-03
9.706017434889910485e-04,3.270393105746089422e-04,6.582973502344053500e-04
8.087857860819047716e-04,5.917319339035155730e-04,1.233711438000898971e-03
1.271849647024350140e-03,4.786203750252874850e-04,9.063590098392218042e-04
3.136320948905241008e-03,4.916707072754257675e-04,9.650488540565148885e-04
1.151682559175907844e-03,9.332169254138119371e-04,1.145286985602842096e-03
