2.969360301318109234e-03,1.709363507431094524e-03,1.534950231964607231e-03
3.889225821395799962e-03,2.501684674448779490e-03,1.839128154219884246e-03
3.472215284677886583e-03,1.376335625376685348e-03,7.847635546492415281e-04
3.599734498316325536e-03,1.800471184391731804e-03,2.576569039740937879e-03
3.564488943014079356e-03,2.380552455021118629e-03,2.949466714639773120e-03
1.393381841394306184e-03,8.764299888238398333e-04,1.162138587694704159e-03
2.780954926676246133e-03,1.792896627997725206e-03,3.228772628942738147e-03
2.931622413566578600e-03,1.798225988474471413e-03,2.095614212560048539e-03
5.597512243158037776e-03,1.737384008982008517e-03,2.072173417912265194e-03
2.628762486877988212e-03,2.881578571876087375e-03,2.690081154108612572e-03
