1.068870136737823486e+02,2.009798169136047363e+01,2.607978835105895996e+02
9.535369086265563965e+01,5.274933743476867676e+01,2.312097218036651611e+02
1.216861624717712402e+02,8.225616693496704102e+01,2.554837841987609863e+02
9.993529748916625977e+01,2.664073443412780762e+01,2.679919586181640625e+02
1.235720810890197754e+02,4.831775927543640137e+01,2.151852066516876221e+02
1.498045237064361572e+02,5.779766392707824707e+01,2.386891384124755859e+02
1.094298923015594482e+02,1.002875447273254395e+01,2.268206844329833984e+02
1.118478553295135498e+02,1.436648106575012207e+01,2.287409596443176270e+02
8.868181896209716797e+01,9.845473527908325195e+00,2.878226244449615479e+02
9.086547398567199707e+01,9.603432178497314453e+00,2.183011758327484131e+02
