9.333333333333333481e-01,9.333333333333333481e-01,9.333333333333333481e-01
8.235294117647058432e-01,8.235294117647058432e-01,8.235294117647058432e-01
7.500000000000000000e-01,7.500000000000000000e-01,7.500000000000000000e-01
8.695652173913043237e-01,8.695652173913043237e-01,8.695652173913043237e-01
8.461538461538461453e-01,8.461538461538461453e-01,8.461538461538461453e-01
7.692307692307691624e-01,7.692307692307691624e-01,7.692307692307691624e-01
9.610389610389610260e-01,9.610389610389610260e-01,9.610389610389610260e-01
9.195402298850574585e-01,9.195402298850574585e-01,9.195402298850574585e-01
9.638554216867469826e-01,9.638554216867469826e-01,9.638554216867469826e-01
9.690721649484536071e-01,9.690721649484536071e-01,9.690721649484536071e-01
