4.498368944041430950e-04,3.233297029510140419e-04,3.262357204221189022e-04
5.387061974033713341e-04,4.187145095784217119e-04,3.743965353351086378e-04
7.668695179745554924e-04,4.748182254843413830e-04,4.073770542163401842e-04
5.275091389194130898e-04,2.731943386606872082e-04,2.440683456370607018e-04
7.911147549748420715e-04,4.029673582408577204e-04,3.906560305040329695e-04
9.054479887709021568e-04,5.291326669976115227e-04,5.824582185596227646e-04
4.467149265110492706e-04,3.163208893965929747e-04,3.707018913701176643e-04
3.848834894597530365e-04,2.711309061851352453e-04,3.000233264174312353e-04
7.102595409378409386e-04,2.840290544554591179e-04,3.340642433613538742e-04
3.315521753393113613e-04,3.180032945238053799e-04,3.605733218137174845e-04
